SALESORDERID,SALESORDERITEM,PRODUCTID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,QUANTITY,DELIVERYDATE
500000069,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000069,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000069,40,HT-1073,28.56,24,4.56,I,1,2014-12-04
500000069,50,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000069,60,HT-1081,105.91,89,16.91,I,1,2014-12-04
500000070,10,HT-1082,402.22,338,64.22,I,2,2014-12-04
500000070,20,HT-1083,1237.6,1040,197.6,I,2,2014-12-04
500000070,30,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000070,40,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000070,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000070,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000070,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000070,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000070,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000071,10,HT-1113,5.47,4.6,0.87,I,2,2014-12-04
500000071,20,HT-1114,82.11,69,13.11,I,1,2014-12-04
500000071,30,HT-1115,99.96,84,15.96,I,2,2014-12-04
500000072,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000072,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000073,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000073,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000073,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000073,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000074,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000074,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000074,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000074,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000074,50,HT-1137,2927.4,2460,467.4,I,2,2014-12-04
500000074,60,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000074,70,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000075,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000075,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000075,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000075,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000075,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000075,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000075,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000075,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000075,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000075,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000076,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000076,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000076,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000076,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000076,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000076,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000076,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000076,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000076,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000076,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000077,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000077,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000077,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000077,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000077,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000077,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000077,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000077,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000078,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000078,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000078,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000078,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000078,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000079,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000079,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000079,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000079,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000079,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000080,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000080,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000080,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000080,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000080,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000080,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000080,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000081,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000081,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000081,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000082,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000082,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000082,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000082,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000082,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000082,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000082,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000082,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000083,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000083,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000083,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000083,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000083,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000083,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000084,10,HT-1500,11900,10000,1900,I,2,2014-12-04
500000084,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000084,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000085,10,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000085,20,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000085,30,HT-1091,92.82,78,14.82,I,3,2014-12-04
500000085,40,HT-1092,107.1,90,17.1,I,2,2014-12-04
500000085,50,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000085,60,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000085,70,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000086,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000086,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000086,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000086,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000087,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000087,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000087,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000087,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000087,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000087,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000087,70,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000087,80,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000087,90,HT-1042,1245.93,1047,198.93,I,3,2014-12-04
500000088,10,HT-1070,84.37,70.9,13.47,I,1,2014-12-04
500000088,20,HT-1071,291.67,245.1,46.57,I,3,2014-12-04
500000088,30,HT-1072,240.86,202.4,38.46,I,2,2014-12-04
500000088,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000088,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000088,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000088,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000089,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000089,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000089,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000089,40,HT-1110,10.59,8.9,1.69,I,1,2014-12-04
500000089,50,HT-1111,8.21,6.9,1.31,I,1,2014-12-04
500000089,60,HT-1112,139.23,117,22.23,I,3,2014-12-04
500000090,10,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000090,20,HT-1114,164.22,138,26.22,I,2,2014-12-04
500000090,30,HT-1115,49.98,42,7.98,I,1,2014-12-04
500000090,40,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000090,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000090,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000090,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000090,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000090,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000091,10,HT-1117,90.44,76,14.44,I,2,2014-12-04
500000091,20,HT-1118,94.01,79,15.01,I,1,2014-12-04
500000091,30,HT-1120,618.8,520,98.8,I,2,2014-12-04
500000092,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000092,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000093,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000093,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000093,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000093,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000094,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000094,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000094,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000094,40,HT-1137,4391.1,3690,701.1,I,3,2014-12-04
500000094,50,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000095,10,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000095,20,HT-1500,11900,10000,1900,I,2,2014-12-04
500000095,30,HT-1501,3570,3000,570,I,2,2014-12-04
500000095,40,HT-1502,5950,5000,950,I,2,2014-12-04
500000095,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000095,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000095,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000095,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000095,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000096,10,HT-1063,33.32,28,5.32,I,2,2014-12-04
500000096,20,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000096,30,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000097,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000097,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000098,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000098,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000098,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000098,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000099,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000099,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000099,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000099,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000099,50,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000099,60,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000099,70,HT-1002,1868.3,1570,298.3,I,1,2014-12-04
500000099,80,HT-1003,3927,3300,627,I,2,2014-12-04
500000100,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000100,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000100,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000100,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000100,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000100,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000100,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000100,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000100,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000100,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000101,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000101,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000101,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000101,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000101,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000101,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000101,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000101,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000101,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000101,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000102,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000102,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000102,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000102,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000102,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000102,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000102,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000102,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000103,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000103,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000103,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000103,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000103,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000104,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000104,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000104,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000104,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000104,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000105,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000105,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000105,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000105,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000105,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000105,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000105,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000106,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000106,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000106,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000107,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000107,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000107,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000107,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000107,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000107,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000107,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000107,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000108,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000108,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000108,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000108,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000108,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000108,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000109,10,HT-1040,1975.4,1660,315.4,I,2,2014-12-04
500000109,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000109,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000110,10,HT-1070,168.74,141.8,26.94,I,2,2014-12-04
500000110,20,HT-1071,194.45,163.4,31.05,I,2,2014-12-04
500000110,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000110,40,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000110,50,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000110,60,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000110,70,HT-1069,2856,2400,456,I,3,2014-12-04
500000111,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000111,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000111,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000111,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000112,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000112,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000112,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000112,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000112,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000112,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000112,70,HT-1011,2735.81,2299,436.81,I,1,2014-12-04
500000112,80,HT-1020,307.02,258,49.02,I,2,2014-12-04
500000112,90,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000113,10,HT-1022,243.95,205,38.95,I,1,2014-12-04
500000113,20,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000113,30,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000113,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000113,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000113,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000113,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000114,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000114,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000114,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000114,40,HT-1050,165.41,139,26.41,I,1,2014-12-04
500000114,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000114,60,HT-1052,606.9,510,96.9,I,3,2014-12-04
500000115,10,HT-1055,353.43,297,56.43,I,3,2014-12-04
500000115,20,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000115,30,HT-1060,10.71,9,1.71,I,1,2014-12-04
500000115,40,HT-1061,24.99,21,3.99,I,3,2014-12-04
500000115,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000115,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000115,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000115,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000115,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000116,10,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000116,20,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000116,30,HT-1069,1904,1600,304,I,2,2014-12-04
500000117,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000117,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000118,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000118,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000118,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000118,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000119,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000119,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000119,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000119,40,HT-1073,28.56,24,4.56,I,1,2014-12-04
500000119,50,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000119,60,HT-1081,105.91,89,16.91,I,1,2014-12-04
500000120,10,HT-1082,402.22,338,64.22,I,2,2014-12-04
500000120,20,HT-1083,1237.6,1040,197.6,I,2,2014-12-04
500000120,30,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000120,40,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000120,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000120,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000120,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000120,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000120,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000121,10,HT-1113,5.47,4.6,0.87,I,2,2014-12-04
500000121,20,HT-1114,82.11,69,13.11,I,1,2014-12-04
500000121,30,HT-1115,99.96,84,15.96,I,2,2014-12-04
500000122,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000122,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000123,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000123,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000123,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000123,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000124,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000124,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000124,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000124,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000124,50,HT-1137,2927.4,2460,467.4,I,2,2014-12-04
500000124,60,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000124,70,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000125,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000125,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000125,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000125,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000125,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000125,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000125,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000125,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000125,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000125,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000126,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000126,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000126,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000126,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000126,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000126,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000126,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000126,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000126,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000126,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000127,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000127,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000127,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000127,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000127,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000127,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000127,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000127,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000128,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000128,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000128,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000128,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000128,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000129,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000129,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000129,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000129,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000129,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000130,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000130,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000130,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000130,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000130,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000130,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000130,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000131,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000131,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000131,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000132,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000132,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000132,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000132,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000132,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000132,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000132,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000132,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000133,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000133,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000133,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000133,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000133,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000133,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000134,10,HT-1500,11900,10000,1900,I,2,2014-12-04
500000134,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000134,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000135,10,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000135,20,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000135,30,HT-1091,92.82,78,14.82,I,3,2014-12-04
500000135,40,HT-1092,107.1,90,17.1,I,2,2014-12-04
500000135,50,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000135,60,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000135,70,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000136,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000136,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000136,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000136,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000137,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000137,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000137,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000137,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000137,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000137,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000137,70,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000137,80,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000137,90,HT-1042,1245.93,1047,198.93,I,3,2014-12-04
500000138,10,HT-1070,84.37,70.9,13.47,I,1,2014-12-04
500000138,20,HT-1071,291.67,245.1,46.57,I,3,2014-12-04
500000138,30,HT-1072,240.86,202.4,38.46,I,2,2014-12-04
500000138,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
