SALESORDERID,CREATEDAT,CHANGEDAT,CUSTOMERID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500000343,2014-12-09,2014-12-23,100000022,871.55,732.4,139.15,P,P,D
500000344,2014-12-10,2014-12-24,100000026,6543.8,5499,1044.8,C,P,D
500000345,2014-12-11,2014-12-25,100000026,113032.74,94985.5,18047.24,N,I,I
500000346,2014-12-12,2014-12-26,100000025,114.24,96,18.24,X,I,I
500000347,2014-12-13,2014-12-27,100000021,521.22,438,83.22,C,P,D
500000348,2014-12-14,2014-12-28,100000024,411.5,345.8,65.7,P,P,D
500000349,2014-12-15,2014-12-29,100000022,11379.97,9563,1816.97,X,I,I
500000350,2014-12-16,2014-12-30,100000012,26581.03,22337,4244.03,N,I,I
500000351,2014-12-17,2014-12-31,100000011,9417.66,7914,1503.66,X,I,I
500000352,2014-12-18,2013-01-01,100000015,5631.08,4732,899.08,P,I,D
500000353,2014-12-19,2013-01-02,100000013,1405.39,1181,224.39,C,P,D
500000354,2014-12-20,2013-01-03,100000013,761.24,639.7,121.54,P,P,I
500000355,2014-12-21,2013-01-04,100000014,101299.22,85125.4,16173.82,N,I,I
500000356,2014-12-22,2013-01-05,100000016,250.73,210.7,40.03,C,P,D
500000357,2014-12-23,2013-01-06,100000017,10549.35,8865,1684.35,N,I,I
500000358,2014-12-24,2013-01-07,100000018,195.16,164,31.16,N,I,I
500000359,2014-12-25,2013-01-08,100000012,3972.22,3338,634.22,X,I,I
500000360,2014-12-26,2013-01-09,100000011,3598.92,3024.3,574.62,N,I,I
500000361,2014-12-27,2013-01-10,100000017,325.94,273.9,52.04,N,I,I
500000362,2014-12-28,2013-01-11,100000015,24395,20500,3895,C,P,D
500000363,2014-12-29,2013-01-12,100000013,5527.55,4645,882.55,N,I,I
500000364,2014-12-30,2013-01-13,100000013,3459.33,2907,552.33,C,P,D
500000365,2014-12-31,2013-01-14,100000014,852.04,716,136.04,C,P,D
500000366,2014-01-01,2014-01-15,100000017,1916.5,1610.5,306,X,I,I
500000367,2014-01-02,2014-01-16,100000015,178.14,149.7,28.44,P,P,I
500000368,2014-01-03,2014-01-17,100000011,871.55,732.4,139.15,C,P,D
500000369,2014-01-04,2014-01-18,100000018,1028.15,864,164.15,N,I,I
500000370,2014-01-05,2014-01-19,100000012,5523.38,4641.5,881.88,X,I,I
500000371,2014-01-06,2014-01-20,100000011,187.54,157.6,29.94,C,P,D
500000372,2014-01-07,2014-01-21,100000013,521.22,438,83.22,C,P,D
500000373,2014-01-08,2014-01-22,100000014,411.5,345.8,65.7,C,P,D
500000374,2014-01-09,2014-01-23,100000015,11552.52,9708,1844.52,N,I,I
500000375,2014-01-10,2014-01-24,100000016,26581.03,22337,4244.03,N,I,I
500000376,2014-01-11,2014-01-25,100000016,9417.66,7914,1503.66,X,I,I
500000377,2014-01-12,2014-01-26,100000016,5631.08,4732,899.08,N,I,I
500000378,2014-01-13,2014-01-27,100000014,1405.39,1181,224.39,P,I,I
500000379,2014-01-14,2014-01-28,100000017,761.24,639.7,121.54,N,I,I
500000380,2014-01-15,2014-01-29,100000013,101299.22,85125.4,16173.82,X,I,I
500000381,2014-01-16,2014-01-30,100000017,250.73,210.7,40.03,N,I,I
500000382,2014-01-17,2014-01-31,100000013,10549.35,8865,1684.35,P,I,I
500000383,2014-01-18,2014-02-01,100000018,195.16,164,31.16,C,P,D
500000384,2014-01-19,2014-02-02,100000012,107100,90000,17100,N,I,I
500000385,2014-01-20,2014-02-03,100000011,4415.73,3710.7,705.03,X,I,I
500000386,2014-01-21,2014-02-04,100000016,325.94,273.9,52.04,X,I,I
500000387,2014-01-22,2014-02-05,100000015,24220.07,20353,3867.07,X,I,I
500000388,2014-01-23,2014-02-06,100000013,4499.87,3781.4,718.47,X,I,I
500000389,2014-01-24,2014-02-07,100000013,2727.24,2291.8,435.44,N,I,I
500000390,2014-01-25,2014-02-08,100000014,530.62,445.9,84.72,P,I,D
500000391,2014-01-26,2014-02-09,100000017,803.25,675,128.25,P,P,I
500000392,2014-01-27,2014-02-10,100000011,178.14,149.7,28.44,C,P,D
500000393,2014-01-28,2014-02-11,100000015,871.55,732.4,139.15,X,I,I
500000394,2014-01-29,2014-02-12,100000018,6543.8,5499,1044.8,N,I,I
500000395,2014-01-30,2014-02-13,100000012,113032.74,94985.5,18047.24,P,I,D
500000396,2014-01-31,2014-02-14,100000011,114.24,96,18.24,P,P,D
500000397,2014-02-01,2014-02-15,100000014,521.22,438,83.22,X,I,I
500000398,2014-02-02,2014-02-16,100000013,411.5,345.8,65.7,P,P,D
500000399,2014-02-03,2014-02-17,100000015,11379.97,9563,1816.97,X,I,I
500000400,2014-02-04,2014-02-18,100000028,26581.03,22337,4244.03,C,P,D
500000401,2014-02-05,2014-02-19,100000030,9417.66,7914,1503.66,P,I,I
500000402,2014-02-06,2014-02-20,100000031,5631.08,4732,899.08,N,I,I
500000403,2014-02-07,2014-02-21,100000032,1405.39,1181,224.39,X,I,I
500000404,2014-02-08,2014-02-22,100000032,761.24,639.7,121.54,P,P,I
500000405,2014-02-09,2014-02-23,100000033,101299.22,85125.4,16173.82,C,P,D
500000406,2014-02-10,2014-02-24,100000034,250.73,210.7,40.03,X,I,I
500000407,2014-02-11,2014-02-25,100000035,10549.35,8865,1684.35,X,I,I
500000408,2014-02-12,2014-02-26,100000027,195.16,164,31.16,X,I,I
500000409,2014-02-13,2014-02-27,100000028,3972.22,3338,634.22,C,P,D
500000410,2014-02-14,2014-02-28,100000030,3598.92,3024.3,574.62,C,P,D
500000411,2014-02-15,2014-02-28,100000035,325.94,273.9,52.04,X,I,I
500000412,2014-02-16,2014-03-01,100000031,24395,20500,3895,X,I,I
500000413,2014-02-17,2014-03-02,100000032,5527.55,4645,882.55,X,I,I
500000414,2014-02-18,2014-03-03,100000032,3459.33,2907,552.33,P,I,I
500000415,2014-02-19,2014-03-04,100000033,852.04,716,136.04,X,I,I
500000416,2014-02-20,2014-03-05,100000035,1916.5,1610.5,306,X,I,I
500000417,2014-02-21,2014-03-06,100000031,178.14,149.7,28.44,N,I,I
500000418,2014-02-22,2014-03-07,100000030,871.55,732.4,139.15,C,P,D
500000419,2014-02-23,2014-03-08,100000027,1028.15,864,164.15,N,I,I
500000420,2014-02-24,2014-03-09,100000028,5523.38,4641.5,881.88,P,P,D
500000421,2014-02-25,2014-03-10,100000030,187.54,157.6,29.94,X,I,I
500000422,2014-02-26,2014-03-11,100000032,521.22,438,83.22,P,I,I
500000423,2014-02-27,2014-03-12,100000033,411.5,345.8,65.7,C,P,D
500000424,2014-02-28,2014-03-13,100000031,11552.52,9708,1844.52,C,P,D
500000425,2014-02-28,2014-03-14,100000034,26581.03,22337,4244.03,N,I,I
500000426,2014-03-01,2014-03-15,100000034,9417.66,7914,1503.66,C,P,D
500000427,2014-03-02,2014-03-16,100000034,5631.08,4732,899.08,N,I,I
500000428,2014-03-03,2014-03-17,100000033,1405.39,1181,224.39,N,I,I
500000429,2014-03-04,2014-03-18,100000035,761.24,639.7,121.54,N,I,I
500000430,2014-03-05,2014-03-19,100000032,101299.22,85125.4,16173.82,C,P,D
500000431,2014-03-06,2014-03-20,100000035,250.73,210.7,40.03,C,P,D
500000432,2014-03-07,2014-03-21,100000032,10549.35,8865,1684.35,P,I,D
500000433,2014-03-08,2014-03-22,100000027,195.16,164,31.16,X,I,I
500000434,2014-03-09,2014-03-23,100000028,107100,90000,17100,X,I,I
500000435,2014-03-10,2014-03-24,100000030,4415.73,3710.7,705.03,C,P,D
500000436,2014-03-11,2014-03-25,100000034,325.94,273.9,52.04,N,I,I
500000437,2014-03-12,2014-03-26,100000031,24220.07,20353,3867.07,N,I,I
500000438,2014-03-13,2014-03-27,100000032,4499.87,3781.4,718.47,P,P,D
500000439,2014-03-14,2014-03-28,100000032,2727.24,2291.8,435.44,C,P,D
500000440,2014-03-15,2014-03-29,100000033,530.62,445.9,84.72,P,I,I
500000441,2014-03-16,2014-03-30,100000035,803.25,675,128.25,C,P,D
500000442,2014-03-17,2014-03-31,100000030,178.14,149.7,28.44,P,P,I
500000443,2014-03-18,2014-04-01,100000031,871.55,732.4,139.15,X,I,I
500000444,2014-03-19,2014-04-02,100000027,6543.8,5499,1044.8,X,I,I
500000445,2014-03-20,2014-04-03,100000028,113032.74,94985.5,18047.24,X,I,I
500000446,2014-03-21,2014-04-04,100000030,114.24,96,18.24,N,I,I
500000447,2014-03-22,2014-04-05,100000033,521.22,438,83.22,X,I,I
500000448,2014-03-23,2014-04-06,100000032,411.5,345.8,65.7,N,I,I
500000449,2014-03-24,2014-04-07,100000031,11379.97,9563,1816.97,P,P,I
500000450,2014-03-25,2014-04-08,100000044,26581.03,22337,4244.03,P,I,D
500000451,2014-03-26,2014-04-09,100000036,9417.66,7914,1503.66,X,I,I
500000452,2014-03-27,2014-04-10,100000038,5631.08,4732,899.08,N,I,I
500000453,2014-03-28,2014-04-11,100000037,1405.39,1181,224.39,C,P,D
500000454,2014-03-29,2014-04-12,100000037,761.24,639.7,121.54,C,P,D
500000455,2014-03-30,2014-04-13,100000042,101299.22,85125.4,16173.82,X,I,I
500000456,2014-03-31,2014-04-14,100000044,250.73,210.7,40.03,N,I,I
500000457,2014-04-01,2014-04-15,100000041,10549.35,8865,1684.35,C,P,D
500000458,2014-04-02,2014-04-16,100000043,195.16,164,31.16,P,P,D
500000459,2014-04-03,2014-04-17,100000044,3972.22,3338,634.22,N,I,I
500000460,2014-04-04,2014-04-18,100000036,3598.92,3024.3,574.62,N,I,I
500000461,2014-04-05,2014-04-19,100000041,325.94,273.9,52.04,N,I,I
500000462,2014-04-06,2014-04-20,100000038,24395,20500,3895,P,P,D
500000463,2014-04-07,2014-04-21,100000037,5527.55,4645,882.55,N,I,I
500000464,2014-04-08,2014-04-22,100000037,3459.33,2907,552.33,P,I,D
500000465,2014-04-09,2014-04-23,100000042,852.04,716,136.04,P,P,I
500000466,2014-04-10,2014-04-24,100000041,1916.5,1610.5,306,N,I,I
500000467,2014-04-11,2014-04-25,100000038,178.14,149.7,28.44,X,I,I
500000468,2014-04-12,2014-04-26,100000036,871.55,732.4,139.15,C,P,D
500000469,2014-04-13,2014-04-27,100000043,1028.15,864,164.15,N,I,I
500000470,2014-04-14,2014-04-28,100000044,5523.38,4641.5,881.88,P,P,D
500000471,2014-04-15,2014-04-29,100000036,187.54,157.6,29.94,P,I,I
500000472,2014-04-16,2014-04-30,100000037,521.22,438,83.22,N,I,I
500000473,2014-04-17,2014-05-01,100000042,411.5,345.8,65.7,P,P,D
500000474,2014-04-18,2014-05-02,100000038,11552.52,9708,1844.52,C,P,D
500000475,2014-04-19,2014-05-03,100000044,26581.03,22337,4244.03,X,I,I
500000476,2014-04-20,2014-05-04,100000044,9417.66,7914,1503.66,N,I,I
500000477,2014-04-21,2014-05-05,100000044,5631.08,4732,899.08,P,P,I
500000478,2014-04-22,2014-05-06,100000042,1405.39,1181,224.39,P,P,D
500000479,2014-04-23,2014-05-07,100000041,761.24,639.7,121.54,X,I,I
500000480,2014-04-24,2014-05-08,100000037,101299.22,85125.4,16173.82,X,I,I
500000481,2014-04-25,2014-05-09,100000041,250.73,210.7,40.03,N,I,I
500000482,2014-04-26,2014-05-10,100000037,10549.35,8865,1684.35,X,I,I
500000483,2014-04-27,2014-05-11,100000043,195.16,164,31.16,P,P,D
500000484,2014-04-28,2014-05-12,100000044,107100,90000,17100,P,P,D
500000485,2014-04-29,2014-05-13,100000036,4415.73,3710.7,705.03,N,I,I
500000486,2014-04-30,2014-05-14,100000044,325.94,273.9,52.04,X,I,I
500000487,2014-05-01,2014-05-15,100000038,24220.07,20353,3867.07,C,P,D
500000488,2014-05-02,2014-05-16,100000037,4499.87,3781.4,718.47,C,P,D
500000489,2014-05-03,2014-05-17,100000037,2727.24,2291.8,435.44,P,P,D
500000490,2014-05-04,2014-05-18,100000042,530.62,445.9,84.72,C,P,D
500000491,2014-05-05,2014-05-19,100000041,803.25,675,128.25,C,P,D
500000492,2014-05-06,2014-05-20,100000036,178.14,149.7,28.44,P,I,I
500000493,2014-05-07,2014-05-21,100000038,871.55,732.4,139.15,C,P,D
500000494,2014-05-08,2014-05-22,100000043,6543.8,5499,1044.8,P,I,I
500000495,2014-05-09,2014-05-23,100000044,113032.74,94985.5,18047.24,C,P,D
500000496,2014-05-10,2014-05-24,100000036,114.24,96,18.24,N,I,I
500000497,2014-05-11,2014-05-25,100000042,521.22,438,83.22,X,I,I
500000498,2014-05-12,2014-05-26,100000037,411.5,345.8,65.7,P,P,D
500000499,2014-05-13,2014-05-27,100000038,11379.97,9563,1816.97,P,I,D
500000500,2014-05-14,2014-05-28,100000000,26581.03,22337,4244.03,N,I,I
500000501,2014-05-15,2014-05-29,100000002,9417.66,7914,1503.66,N,I,I
500000502,2014-05-16,2014-05-30,100000005,5631.08,4732,899.08,P,I,D
500000503,2014-05-17,2014-05-31,100000006,1405.39,1181,224.39,C,P,D
500000504,2014-05-18,2014-06-01,100000006,761.24,639.7,121.54,C,P,D
500000505,2014-05-19,2014-06-02,100000008,101299.22,85125.4,16173.82,X,I,I
500000506,2014-05-20,2014-06-03,100000003,250.73,210.7,40.03,P,P,D
500000507,2014-05-21,2014-06-04,100000004,10549.35,8865,1684.35,C,P,D
500000508,2014-05-22,2014-06-05,100000009,195.16,164,31.16,P,P,D
500000509,2014-05-23,2014-06-06,100000000,3972.22,3338,634.22,X,I,I
500000510,2014-05-24,2014-06-07,100000002,3598.92,3024.3,574.62,N,I,I
500000511,2014-05-25,2014-06-08,100000004,325.94,273.9,52.04,X,I,I
500000512,2014-05-26,2014-06-09,100000005,24395,20500,3895,C,P,D
500000513,2014-05-27,2014-06-10,100000006,5527.55,4645,882.55,X,I,I
500000514,2014-05-28,2014-06-11,100000006,3459.33,2907,552.33,N,I,I
500000515,2014-05-29,2014-06-12,100000008,852.04,716,136.04,P,P,D
500000516,2014-05-30,2014-06-13,100000004,1916.5,1610.5,306,X,I,I
500000517,2014-05-31,2014-06-14,100000005,178.14,149.7,28.44,X,I,I
500000518,2014-06-01,2014-06-15,100000002,871.55,732.4,139.15,X,I,I
500000519,2014-06-02,2014-06-16,100000009,1028.15,864,164.15,C,P,D
500000520,2014-06-03,2014-06-17,100000000,5523.38,4641.5,881.88,X,I,I
500000521,2014-06-04,2014-06-18,100000002,187.54,157.6,29.94,N,I,I
500000522,2014-06-05,2014-06-19,100000006,521.22,438,83.22,P,I,I
500000523,2014-06-06,2014-06-20,100000008,411.5,345.8,65.7,N,I,I
500000524,2014-06-07,2014-06-21,100000005,11552.52,9708,1844.52,P,I,I
500000525,2014-06-08,2014-06-22,100000003,26581.03,22337,4244.03,N,I,I
500000526,2014-06-09,2014-06-23,100000003,9417.66,7914,1503.66,N,I,I
500000527,2014-06-10,2014-06-24,100000003,5631.08,4732,899.08,P,P,I
500000528,2014-06-11,2014-06-25,100000008,1405.39,1181,224.39,P,P,D
500000529,2014-06-12,2014-06-26,100000004,761.24,639.7,121.54,C,P,D
500000530,2014-06-13,2014-06-27,100000006,101299.22,85125.4,16173.82,C,P,D
500000531,2014-06-14,2014-06-28,100000004,250.73,210.7,40.03,X,I,I
500000532,2014-06-15,2014-06-29,100000006,10549.35,8865,1684.35,C,P,D
500000533,2014-06-16,2014-06-30,100000009,195.16,164,31.16,N,I,I
500000534,2014-06-17,2014-07-01,100000000,107100,90000,17100,N,I,I
500000535,2014-06-18,2014-07-02,100000002,4415.73,3710.7,705.03,X,I,I
500000536,2014-06-19,2014-07-03,100000003,325.94,273.9,52.04,N,I,I
500000537,2014-06-20,2014-07-04,100000005,24220.07,20353,3867.07,P,I,I
500000538,2014-06-21,2014-07-05,100000006,4499.87,3781.4,718.47,N,I,I
500000539,2014-06-22,2014-07-06,100000006,2727.24,2291.8,435.44,P,I,I
500000540,2014-06-23,2014-07-07,100000008,530.62,445.9,84.72,P,P,I
500000541,2014-06-24,2014-07-08,100000004,803.25,675,128.25,N,I,I
500000542,2014-06-25,2014-07-09,100000002,178.14,149.7,28.44,X,I,I
500000543,2014-06-26,2014-07-10,100000005,871.55,732.4,139.15,C,P,D
500000544,2014-06-27,2014-07-11,100000009,6543.8,5499,1044.8,C,P,D
500000545,2014-06-28,2014-07-12,100000000,113032.74,94985.5,18047.24,X,I,I
500000546,2014-06-29,2014-07-13,100000002,114.24,96,18.24,C,P,D
500000547,2014-06-30,2014-07-14,100000008,521.22,438,83.22,P,P,D
500000548,2014-07-01,2014-07-15,100000006,411.5,345.8,65.7,N,I,I
500000549,2014-07-02,2014-07-16,100000005,11379.97,9563,1816.97,N,I,I
500000550,2014-07-03,2014-07-17,100000026,26581.03,22337,4244.03,X,I,I
500000551,2014-07-04,2014-07-18,100000025,9417.66,7914,1503.66,X,I,I
500000552,2014-07-05,2014-07-19,100000022,5631.08,4732,899.08,C,P,D
500000553,2014-07-06,2014-07-20,100000024,1405.39,1181,224.39,N,I,I
500000554,2014-07-07,2014-07-21,100000024,761.24,639.7,121.54,P,P,D
500000555,2014-07-08,2014-07-22,100000021,101299.22,85125.4,16173.82,X,I,I
500000556,2014-07-09,2014-07-23,100000023,250.73,210.7,40.03,C,P,D
500000557,2014-07-10,2014-07-24,100000019,10549.35,8865,1684.35,C,P,D
500000558,2014-07-11,2014-07-25,100000026,195.16,164,31.16,P,P,I
500000559,2014-07-12,2014-07-26,100000026,3972.22,3338,634.22,X,I,I
500000560,2014-07-13,2014-07-27,100000025,3598.92,3024.3,574.62,P,P,I
500000561,2014-07-14,2014-07-28,100000019,325.94,273.9,52.04,N,I,I
500000562,2014-07-15,2014-07-29,100000022,24395,20500,3895,P,I,I
500000563,2014-07-16,2014-07-30,100000024,5527.55,4645,882.55,X,I,I
500000564,2014-07-17,2014-07-31,100000024,3459.33,2907,552.33,P,P,D
500000565,2014-07-18,2014-08-01,100000021,852.04,716,136.04,C,P,D
500000566,2014-07-19,2014-08-02,100000019,1916.5,1610.5,306,N,I,I
500000567,2014-07-20,2014-08-03,100000022,178.14,149.7,28.44,P,I,I
500000568,2014-07-21,2014-08-04,100000025,871.55,732.4,139.15,X,I,I
500000569,2014-07-22,2014-08-05,100000026,1028.15,864,164.15,N,I,I
500000570,2014-07-23,2014-08-06,100000026,5523.38,4641.5,881.88,X,I,I
500000571,2014-07-24,2014-08-07,100000025,187.54,157.6,29.94,X,I,I
500000572,2014-07-25,2014-08-08,100000024,521.22,438,83.22,X,I,I
500000573,2014-07-26,2014-08-09,100000021,411.5,345.8,65.7,N,I,I
500000574,2014-07-27,2014-08-10,100000022,11552.52,9708,1844.52,P,P,D
500000575,2014-07-28,2014-08-11,100000023,26581.03,22337,4244.03,C,P,D
500000576,2014-07-29,2014-08-12,100000023,9417.66,7914,1503.66,X,I,I
500000577,2014-07-30,2014-08-13,100000023,5631.08,4732,899.08,N,I,I
500000578,2014-07-31,2014-08-14,100000021,1405.39,1181,224.39,P,I,D
500000579,2014-08-01,2014-08-15,100000019,761.24,639.7,121.54,C,P,D
500000580,2014-08-02,2014-08-16,100000024,101299.22,85125.4,16173.82,N,I,I
500000581,2014-08-03,2014-08-17,100000019,250.73,210.7,40.03,N,I,I
500000582,2014-08-04,2014-08-18,100000024,10549.35,8865,1684.35,N,I,I
500000583,2014-08-05,2014-08-19,100000026,195.16,164,31.16,P,P,D
500000584,2014-08-06,2014-08-20,100000026,107100,90000,17100,P,I,I
500000585,2014-08-07,2014-08-21,100000025,4415.73,3710.7,705.03,P,I,I
500000586,2014-08-08,2014-08-22,100000023,325.94,273.9,52.04,N,I,I
500000587,2014-08-09,2014-08-23,100000022,24220.07,20353,3867.07,P,I,D
500000588,2014-08-10,2014-08-24,100000024,4499.87,3781.4,718.47,P,P,D
500000589,2014-08-11,2014-08-25,100000024,2727.24,2291.8,435.44,C,P,D
500000590,2014-08-12,2014-08-26,100000021,530.62,445.9,84.72,N,I,I
500000591,2014-08-13,2014-08-27,100000019,803.25,675,128.25,C,P,D
500000592,2014-08-14,2014-08-28,100000025,178.14,149.7,28.44,P,P,D
500000593,2014-08-15,2014-08-29,100000022,871.55,732.4,139.15,X,I,I
500000594,2014-08-16,2014-08-30,100000026,6543.8,5499,1044.8,X,I,I
500000595,2014-08-17,2014-08-31,100000026,113032.74,94985.5,18047.24,X,I,I
500000596,2014-08-18,2014-09-01,100000025,114.24,96,18.24,P,P,D
500000597,2014-08-19,2014-09-02,100000021,521.22,438,83.22,N,I,I
500000598,2014-08-20,2014-09-03,100000024,411.5,345.8,65.7,X,I,I
500000599,2014-08-21,2014-09-04,100000022,11379.97,9563,1816.97,P,P,I
500000600,2014-08-22,2014-09-05,100000012,26581.03,22337,4244.03,N,I,I
500000601,2014-08-23,2014-09-06,100000011,9417.66,7914,1503.66,X,I,I
500000602,2014-08-24,2014-09-07,100000015,5631.08,4732,899.08,P,P,D
500000603,2014-08-25,2014-09-08,100000013,1405.39,1181,224.39,P,P,D
500000604,2014-08-26,2014-09-09,100000013,761.24,639.7,121.54,X,I,I
500000605,2014-08-27,2014-09-10,100000014,101299.22,85125.4,16173.82,C,P,D
500000606,2014-08-28,2014-09-11,100000016,250.73,210.7,40.03,X,I,I
500000607,2014-08-29,2014-09-12,100000017,10549.35,8865,1684.35,C,P,D
500000608,2014-08-30,2014-09-13,100000018,195.16,164,31.16,C,P,D
500000609,2014-08-31,2014-09-14,100000012,3972.22,3338,634.22,X,I,I
500000610,2014-09-01,2014-09-15,100000011,3598.92,3024.3,574.62,P,P,I
500000611,2014-09-02,2014-09-16,100000017,325.94,273.9,52.04,N,I,I
500000612,2014-09-03,2014-09-17,100000015,24395,20500,3895,X,I,I
500000613,2014-09-04,2014-09-18,100000013,5527.55,4645,882.55,X,I,I
500000614,2014-09-05,2014-09-19,100000013,3459.33,2907,552.33,N,I,I
500000615,2014-09-06,2014-09-20,100000014,852.04,716,136.04,C,P,D
500000616,2014-09-07,2014-09-21,100000017,1916.5,1610.5,306,C,P,D
500000617,2014-09-08,2014-09-22,100000015,178.14,149.7,28.44,P,P,I
500000618,2014-09-09,2014-09-23,100000011,871.55,732.4,139.15,C,P,D
500000619,2014-09-10,2014-09-24,100000018,1028.15,864,164.15,P,P,D
500000620,2014-09-11,2014-09-25,100000012,5523.38,4641.5,881.88,C,P,D
500000621,2014-09-12,2014-09-26,100000011,187.54,157.6,29.94,N,I,I
500000622,2014-09-13,2014-09-27,100000013,521.22,438,83.22,N,I,I
500000623,2014-09-14,2014-09-28,100000014,411.5,345.8,65.7,X,I,I
500000624,2014-09-15,2014-09-29,100000015,11552.52,9708,1844.52,X,I,I
500000625,2014-09-16,2014-09-30,100000016,26581.03,22337,4244.03,C,P,D
500000626,2014-09-17,2014-10-01,100000016,9417.66,7914,1503.66,N,I,I
500000627,2014-09-18,2014-10-02,100000016,5631.08,4732,899.08,C,P,D
500000628,2014-09-19,2014-10-03,100000014,1405.39,1181,224.39,N,I,I
500000629,2014-09-20,2014-10-04,100000017,761.24,639.7,121.54,N,I,I
500000630,2014-09-21,2014-10-05,100000013,101299.22,85125.4,16173.82,P,I,D
500000631,2014-09-22,2014-10-06,100000017,250.73,210.7,40.03,X,I,I
500000632,2014-09-23,2014-10-07,100000013,10549.35,8865,1684.35,N,I,I
500000633,2014-09-24,2014-10-08,100000018,195.16,164,31.16,P,I,D
500000634,2014-09-25,2014-10-09,100000012,107100,90000,17100,P,P,D
500000635,2014-09-26,2014-10-10,100000011,4415.73,3710.7,705.03,C,P,D
500000636,2014-09-27,2014-10-11,100000016,325.94,273.9,52.04,P,P,D
500000637,2014-09-28,2014-10-12,100000015,24220.07,20353,3867.07,X,I,I
500000638,2014-09-29,2014-10-13,100000013,4499.87,3781.4,718.47,P,P,I
500000639,2014-09-30,2014-10-14,100000013,2727.24,2291.8,435.44,X,I,I
500000640,2014-10-01,2014-10-15,100000014,530.62,445.9,84.72,N,I,I
500000641,2014-10-02,2014-10-16,100000017,803.25,675,128.25,N,I,I
500000642,2014-10-03,2014-10-17,100000011,178.14,149.7,28.44,C,P,D
500000643,2014-10-04,2014-10-18,100000015,871.55,732.4,139.15,P,I,I
500000644,2014-10-05,2014-10-19,100000018,6543.8,5499,1044.8,P,P,D
500000645,2014-10-06,2014-10-20,100000012,113032.74,94985.5,18047.24,C,P,D
500000646,2014-10-07,2014-10-21,100000011,114.24,96,18.24,P,P,D
500000647,2014-10-08,2014-10-22,100000014,521.22,438,83.22,N,I,I
500000648,2014-10-09,2014-10-23,100000013,411.5,345.8,65.7,X,I,I
500000649,2014-10-10,2014-10-24,100000015,11379.97,9563,1816.97,P,P,I
500000650,2014-10-11,2014-10-25,100000028,26581.03,22337,4244.03,X,I,I
500000651,2014-10-12,2014-10-26,100000030,9417.66,7914,1503.66,C,P,D
500000652,2014-10-13,2014-10-27,100000031,5631.08,4732,899.08,N,I,I
500000653,2014-10-14,2014-10-28,100000032,1405.39,1181,224.39,P,I,I
500000654,2014-10-15,2014-10-29,100000032,761.24,639.7,121.54,P,I,I
500000655,2014-10-16,2014-10-30,100000033,101299.22,85125.4,16173.82,P,P,I
500000656,2014-10-17,2014-10-31,100000034,250.73,210.7,40.03,P,I,I
500000657,2014-10-18,2014-11-01,100000035,10549.35,8865,1684.35,P,I,I
500000658,2014-10-19,2014-11-02,100000027,195.16,164,31.16,P,P,D
